country,team,player,position,dob,tour,start,end,place,prize,startelo64,endelo64
Peru,Infamous,scofield,4,1998-04-29,MDL Macau,2017-12-08,2017-12-10,7,9000.0,978.9824497282312,1082.467623087048
Peru,Infamous,accel,5,1995-10-20,MDL Macau,2017-12-08,2017-12-10,7,9000.0,978.9824497282312,1082.467623087048
Denmark,OG,n0tail,1,1993-10-08,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
Ukraine,OG,resolut1on,2,1996-09-02,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
Sweden,OG,s4,3,1992-04-01,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
Finland,OG,jerax,4,1992-05-07,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
Israel,OG,fly,5,1993-03-09,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
USA,OG,fly,5,,MDL Macau,2017-12-08,2017-12-10,1,130000.0,1245.613895330163,1371.6255488657005
Ukraine,Natus Vincere,crystallize,1,1999-08-08,MDL Macau,2017-12-08,2017-12-10,3,30000.0,1197.2904385435334,1175.9412440602985
Ukraine,Natus Vincere,dendi,2,1989-12-30,MDL Macau,2017-12-08,2017-12-10,3,30000.0,1197.2904385435334,1175.9412440602985
Ukraine,Natus Vincere,general,3,1996-08-05,MDL Macau,2017-12-08,2017-12-10,3,30000.0,1197.2904385435334,1175.9412440602985
Russia,Natus Vincere,rodjer,4,1993-12-14,MDL Macau,2017-12-08,2017-12-10,3,30000.0,1197.2904385435334,1175.9412440602985
Russia,Natus Vincere,sonneiko,5,1997-05-16,MDL Macau,2017-12-08,2017-12-10,3,30000.0,1197.2904385435334,1175.9412440602985
China,Newbee,moogy,1,1994-04-19,Perfect World Masters,2017-11-19,2017-11-26,1,150000.0,1279.3465857457393,1456.1377480647961
China,Newbee,sccc,2,1995-08-18,Perfect World Masters,2017-11-19,2017-11-26,1,150000.0,1279.3465857457393,1456.1377480647961
Australia,Newbee,kpii,3,,Perfect World Masters,2017-11-19,2017-11-26,1,150000.0,1279.3465857457393,1456.1377480647961
China,Newbee,kaka,4,1992-11-07,Perfect World Masters,2017-11-19,2017-11-26,1,150000.0,1279.3465857457393,1456.1377480647961
China,Newbee,faith,5,1992-02-06,Perfect World Masters,2017-11-19,2017-11-26,1,150000.0,1279.3465857457393,1456.1377480647961
China,LGD.Forever Young,monet,1,1999-09-25,Perfect World Masters,2017-11-19,2017-11-26,3,30000.0,1216.4485112107516,1234.9888033539605
China,LGD.Forever Young,super,2,1993-01-04,Perfect World Masters,2017-11-19,2017-11-26,3,30000.0,1216.4485112107516,1234.9888033539605
China,LGD.Forever Young,inflame,3,1992-12-22,Perfect World Masters,2017-11-19,2017-11-26,3,30000.0,1216.4485112107516,1234.9888033539605
Malaysia,LGD.Forever Young,ahfu,4,1994-06-06,Perfect World Masters,2017-11-19,2017-11-26,3,30000.0,1216.4485112107516,1234.9888033539605
Macau,LGD.Forever Young,ddc,5,1990-07-03,Perfect World Masters,2017-11-19,2017-11-26,3,30000.0,1216.4485112107516,1234.9888033539605
Denmark,Team Secret,ace,1,1994-01-19,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1279.3629595063867,1121.023483611575
China,Team Secret,cty,2,1994-12-16,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1279.3629595063867,1121.023483611575
Germany,Team Secret,fata,3,1993-02-24,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1279.3629595063867,1121.023483611575
Jordan,Team Secret,yapzor,4,1994-10-17,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1279.3629595063867,1121.023483611575
Estonia,Team Secret,puppey,5,1990-03-06,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1279.3629595063867,1121.023483611575
China,LGD Gaming,ame,1,1997-04-07,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1279.8038844350506,1177.1895380722622
,LGD Gaming,somnusm,2,,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1279.8038844350506,1177.1895380722622
China,LGD Gaming,fy,3,1995-02-12,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1279.8038844350506,1177.1895380722622
China,LGD Gaming,yao,4,1990-12-23,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1279.8038844350506,1177.1895380722622
China,LGD Gaming,victoria,5,1995-11-05,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1279.8038844350506,1177.1895380722622
China,Vici Gaming,paparazi,1,1996-06-27,Perfect World Masters,2017-11-19,2017-11-26,2,60000.0,1257.2817637932546,1265.5569260265488
China,Vici Gaming,ori,2,,Perfect World Masters,2017-11-19,2017-11-26,2,60000.0,1257.2817637932546,1265.5569260265488
China,Vici Gaming,eleven,3,1995-12-07,Perfect World Masters,2017-11-19,2017-11-26,2,60000.0,1257.2817637932546,1265.5569260265488
China,Vici Gaming,lanm,4,1989-12-25,Perfect World Masters,2017-11-19,2017-11-26,2,60000.0,1257.2817637932546,1265.5569260265488
China,Vici Gaming,fenrir,5,1989-01-18,Perfect World Masters,2017-11-19,2017-11-26,2,60000.0,1257.2817637932546,1265.5569260265488
Sweden,CompLexity Gaming,chessie,1,1992-12-26,Perfect World Masters,2017-11-19,2017-11-26,4,18000.0,1171.6518157936125,1184.4097407885547
Sweden,CompLexity Gaming,limmp,2,1995-05-31,Perfect World Masters,2017-11-19,2017-11-26,4,18000.0,1171.6518157936125,1184.4097407885547
USA,CompLexity Gaming,moo,3,1995-11-09,Perfect World Masters,2017-11-19,2017-11-26,4,18000.0,1171.6518157936125,1184.4097407885547
USA,CompLexity Gaming,zfreek,4,,Perfect World Masters,2017-11-19,2017-11-26,4,18000.0,1171.6518157936125,1184.4097407885547
,CompLexity Gaming,kyle,5,,Perfect World Masters,2017-11-19,2017-11-26,4,18000.0,1171.6518157936125,1184.4097407885547
Brazil,SG e-sports,costabile,1,,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1040.1821152178488,977.6689624751939
Brazil,SG e-sports,4dr,2,1993-07-13,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1040.1821152178488,977.6689624751939
Brazil,SG e-sports,liposa,3,1996-11-24,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1040.1821152178488,977.6689624751939
Brazil,SG e-sports,bardo,4,,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1040.1821152178488,977.6689624751939
Brazil,SG e-sports,thiolicor,5,1999-08-10,Perfect World Masters,2017-11-19,2017-11-26,9,3000.0,1040.1821152178488,977.6689624751939
,Team Kinguin,exotic_deer,1,,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1257.5777428645965,1130.0969521642294
Poland,Team Kinguin,nisha,2,2000-09-28,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1257.5777428645965,1130.0969521642294
Poland,Team Kinguin,patos,3,,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1257.5777428645965,1130.0969521642294
Poland,Team Kinguin,ellisash,4,1996-07-28,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1257.5777428645965,1130.0969521642294
Poland,Team Kinguin,kacor,5,,Perfect World Masters,2017-11-19,2017-11-26,5,12000.0,1257.5777428645965,1130.0969521642294
Ukraine,Vega Squadron,alohadance,1,1997-09-15,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,911.109963759454,1047.3095162602103
Russia,Vega Squadron,g,2,1992-04-16,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,911.109963759454,1047.3095162602103
Russia,Vega Squadron,afterlife,3,1997-03-13,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,911.109963759454,1047.3095162602103
Kyrgyzstan,Vega Squadron,zayac,4,1998-12-02,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,911.109963759454,1047.3095162602103
Ukraine,Vega Squadron,cematheslayer,5,1994-03-09,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,911.109963759454,1047.3095162602103
Malaysia,Mineski,mushi,1,1990-11-27,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,1104.6243577181797,1118.4879727248076
Malaysia,Mineski,nana,2,1995-02-12,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,1104.6243577181797,1118.4879727248076
Singapore,Mineski,iceiceice,3,1990-06-17,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,1104.6243577181797,1118.4879727248076
Thailand,Mineski,jabz,4,1998-09-22,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,1104.6243577181797,1118.4879727248076
Philippines,Mineski,ninjaboogie,5,1992-01-31,Perfect World Masters,2017-11-19,2017-11-26,7,6000.0,1104.6243577181797,1118.4879727248076
USA,Digital Chaos,mason,1,1991-11-02,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1073.645681868281,1071.6463683046718
Germany,Digital Chaos,qojqva,2,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1073.645681868281,1071.6463683046718
USA,Digital Chaos,mss,3,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1073.645681868281,1071.6463683046718
USA,Digital Chaos,bulba,4,1991-07-10,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1073.645681868281,1071.6463683046718
USA,Digital Chaos,demon,5,1990-07-08,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1073.645681868281,1071.6463683046718
,Invictus Gaming,gazeod,1,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1081.1639607762734,1078.9605429581527
China,Invictus Gaming,op,2,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1081.1639607762734,1078.9605429581527
China,Invictus Gaming,xxs,3,1999-08-21,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1081.1639607762734,1078.9605429581527
China,Invictus Gaming,boboka,4,1997-01-06,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1081.1639607762734,1078.9605429581527
China,Invictus Gaming,q,5,1993-04-18,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1081.1639607762734,1078.9605429581527
Philippines,TNC Pro Team,raven,1,1998-09-22,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1223.2958687208338,1217.2338913216713
Philippines,TNC Pro Team,kuku,2,1996-09-21,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1223.2958687208338,1217.2338913216713
,TNC Pro Team,sam_h,3,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1223.2958687208338,1217.2338913216713
Philippines,TNC Pro Team,tims,4,1997-07-04,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1223.2958687208338,1217.2338913216713
Canada,TNC Pro Team,1437,5,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1223.2958687208338,1217.2338913216713
China,VGJ.Thunder,sylar,1,1993-12-20,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1058.372101725308,1056.7874312903934
,VGJ.Thunder,kamma,2,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1058.372101725308,1056.7874312903934
China,VGJ.Thunder,yang,3,1996-11-15,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1058.372101725308,1056.7874312903934
,VGJ.Thunder,fade,4,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1058.372101725308,1056.7874312903934
China,VGJ.Thunder,ayo,5,,China Top 2017,2017-11-19,2017-11-23,1,151935.0,1058.372101725308,1056.7874312903934
Russia,Virtus.Pro,ramzes666,1,1999-04-25,Adrenaline Cyber League,2017-11-21,2017-11-22,2,25000.0,1194.263481412993,1192.9313889690186
Ukraine,Virtus.Pro,noone,2,1997-09-04,Adrenaline Cyber League,2017-11-21,2017-11-22,2,25000.0,1194.263481412993,1192.9313889690186
Russia,Virtus.Pro,9pasha,3,1992-06-30,Adrenaline Cyber League,2017-11-21,2017-11-22,2,25000.0,1194.263481412993,1192.9313889690186
Ukraine,Virtus.Pro,lil,4,1995-12-24,Adrenaline Cyber League,2017-11-21,2017-11-22,2,25000.0,1194.263481412993,1192.9313889690186
Russia,Virtus.Pro,solo,5,1990-08-07,Adrenaline Cyber League,2017-11-21,2017-11-22,2,25000.0,1194.263481412993,1192.9313889690186
Ukraine,Natus Vincere,crystallize,1,1999-08-08,Adrenaline Cyber League,2017-11-21,2017-11-22,1,65000.0,1238.761797017583,1237.1245732666052
Ukraine,Natus Vincere,dendi,2,1989-12-30,Adrenaline Cyber League,2017-11-21,2017-11-22,1,65000.0,1238.761797017583,1237.1245732666052
Ukraine,Natus Vincere,general,3,1996-08-05,Adrenaline Cyber League,2017-11-21,2017-11-22,1,65000.0,1238.761797017583,1237.1245732666052
Russia,Natus Vincere,rodjer,4,1993-12-14,Adrenaline Cyber League,2017-11-21,2017-11-22,1,65000.0,1238.761797017583,1237.1245732666052
Russia,Natus Vincere,sonneiko,5,1997-05-16,Adrenaline Cyber League,2017-11-21,2017-11-22,1,65000.0,1238.761797017583,1237.1245732666052
Greece,Mousesports,madara,1,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1064.8914107149221,1064.4464410414482
Greece,Mousesports,thug,2,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1064.8914107149221,1064.4464410414482
Greece,Mousesports,skylark,3,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1064.8914107149221,1064.4464410414482
Greece,Mousesports,maybenexttime,4,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1064.8914107149221,1064.4464410414482
Greece,Mousesports,ssaspartan,5,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1064.8914107149221,1064.4464410414482
Russia,Team Empire,silent,1,1992-12-03,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1036.372024389242,1036.1226162220014
Ukraine,Team Empire,fn,2,,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1036.372024389242,1036.1226162220014
Ukraine,Team Empire,ghostik,3,1994-08-24,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1036.372024389242,1036.1226162220014
Russia,Team Empire,miposhka,4,1997-11-30,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1036.372024389242,1036.1226162220014
Russia,Team Empire,vanskor,5,1995-01-20,Adrenaline Cyber League,2017-11-21,2017-11-22,3,5000.0,1036.372024389242,1036.1226162220014
China,Newbee,moogy,1,1994-04-19,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,2,22590.0,1244.335389442055,1279.5686209270268
China,Newbee,sccc,2,1995-08-18,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,2,22590.0,1244.335389442055,1279.5686209270268
Australia,Newbee,kpii,3,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,2,22590.0,1244.335389442055,1279.5686209270268
China,Newbee,faith,4,1992-02-06,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,2,22590.0,1244.335389442055,1279.5686209270268
China,Newbee,kaka,5,1992-11-07,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,2,22590.0,1244.335389442055,1279.5686209270268
China,LGD Gaming,ame,1,1997-04-07,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1304.2456765964814,1122.2906769184426
,LGD Gaming,somnusm,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1304.2456765964814,1122.2906769184426
China,LGD Gaming,fy,3,1995-02-12,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1304.2456765964814,1122.2906769184426
China,LGD Gaming,yao,4,1990-12-23,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1304.2456765964814,1122.2906769184426
China,LGD Gaming,victoria,5,1995-11-05,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1304.2456765964814,1122.2906769184426
China,Vici Gaming,paparazi,1,1996-06-27,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,4,12048.0,1393.237716052411,1205.1639699955008
China,Vici Gaming,ori,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,4,12048.0,1393.237716052411,1205.1639699955008
China,Vici Gaming,eleven,3,1995-12-07,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,4,12048.0,1393.237716052411,1205.1639699955008
China,Vici Gaming,lanm,4,1989-12-25,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,4,12048.0,1393.237716052411,1205.1639699955008
China,Vici Gaming,fenrir,5,1989-01-18,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,4,12048.0,1393.237716052411,1205.1639699955008
,Invictus Gaming,gazeod,1,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1041.7063210314643,1085.168925530398
China,Invictus Gaming,op,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1041.7063210314643,1085.168925530398
China,Invictus Gaming,xxs,3,1999-08-21,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1041.7063210314643,1085.168925530398
China,Invictus Gaming,boboka,4,1997-01-06,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1041.7063210314643,1085.168925530398
China,Invictus Gaming,q,5,1993-04-18,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,5,9789.0,1041.7063210314643,1085.168925530398
China,IG Vitality,flyby,1,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,7,7530.0,936.290377705571,965.2661273758036
,IG Vitality,sakata,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,7,7530.0,936.290377705571,965.2661273758036
China,IG Vitality,srf,3,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,7,7530.0,936.290377705571,965.2661273758036
China,IG Vitality,super,4,1993-01-04,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,7,7530.0,936.290377705571,965.2661273758036
China,IG Vitality,dogf1ghts,5,1995-12-05,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,7,7530.0,936.290377705571,965.2661273758036
China,VGJ.Thunder,sylar,1,1993-12-20,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,3,15060.0,,1027.581165992901
,VGJ.Thunder,kamma,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,3,15060.0,,1027.581165992901
China,VGJ.Thunder,yang,3,1996-11-15,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,3,15060.0,,1027.581165992901
,VGJ.Thunder,fade,4,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,3,15060.0,,1027.581165992901
China,VGJ.Thunder,ayo,5,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,3,15060.0,,1027.581165992901
China,LGD.Forever Young,monet,1,1999-09-25,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,1,51204.0,1125.620751245542,1318.7231723946381
China,LGD.Forever Young,super,2,1993-01-04,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,1,51204.0,1125.620751245542,1318.7231723946381
China,LGD.Forever Young,inflame,3,1992-12-22,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,1,51204.0,1125.620751245542,1318.7231723946381
Malaysia,LGD.Forever Young,ahfu,4,1994-06-06,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,1,51204.0,1125.620751245542,1318.7231723946381
Macau,LGD.Forever Young,ddc,5,1990-07-03,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,1,51204.0,1125.620751245542,1318.7231723946381
,CDEC Gaming,isi,1,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,941.195034476727,916.3378673472813
,CDEC Gaming,seamew,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,941.195034476727,916.3378673472813
,CDEC Gaming,newbie,3,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,941.195034476727,916.3378673472813
China,CDEC Gaming,white,4,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,941.195034476727,916.3378673472813
,CDEC Gaming,xuan,5,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,941.195034476727,916.3378673472813
China,Team MAX,fonte,1,1996-08-18,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,975.7043156721452,894.5625107842751
,Team MAX,dstones,2,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,975.7043156721452,894.5625107842751
China,Team MAX,chalice,3,1998-08-16,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,975.7043156721452,894.5625107842751
China,Team MAX,hy,4,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,975.7043156721452,894.5625107842751
China,Team MAX,demons,5,,Dota2 Professional League Season 4 (2017 S2)- Top,2017-09-30,2017-11-12,8,7530.0,975.7043156721452,894.5625107842751
Finland,Team Liquid,matumbaman,1,1995-03-03,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,1,125000.0,1411.4697785719736,1380.4790868530426
Jordan,Team Liquid,miracle,2,1997-06-20,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,1,125000.0,1411.4697785719736,1380.4790868530426
,Team Liquid,mind_control,3,,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,1,125000.0,1411.4697785719736,1380.4790868530426
Lebanon,Team Liquid,gh,4,,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,1,125000.0,1411.4697785719736,1380.4790868530426
Germany,Team Liquid,kuroky,5,1992-10-28,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,1,125000.0,1411.4697785719736,1380.4790868530426
China,Newbee,moogy,1,1994-04-19,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,3,35000.0,1161.023987140544,1191.3216569953736
China,Newbee,sccc,2,1995-08-18,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,3,35000.0,1161.023987140544,1191.3216569953736
Australia,Newbee,kpii,3,,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,3,35000.0,1161.023987140544,1191.3216569953736
China,Newbee,kaka,4,1992-11-07,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,3,35000.0,1161.023987140544,1191.3216569953736
China,Newbee,faith,5,1992-02-06,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,3,35000.0,1161.023987140544,1191.3216569953736
Denmark,OG,n0tail,1,1993-10-08,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
Ukraine,OG,resolut1on,2,1996-09-02,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
Sweden,OG,s4,3,1992-04-01,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
Finland,OG,jerax,4,1992-05-07,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
Israel,OG,fly,5,1993-03-09,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
USA,OG,fly,5,,AMD SAPPHIRE Dota PIT League,2017-11-02,2017-11-05,5,15000.0,1199.1425164331904,1127.2651945303985
